id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,zipcode_price_group,total_sqft,bath_per_bed,living_ratio
16000397,189000.0,2,1.0,1200,9.19532825185568,1.0,0,0,4,7,1200,0,1921,0,47.3089,-122.21,1060,8.536211197252,234284.0351758794,1200,0.5,0.1218274111675127
7983200060,230000.0,3,1.0,1250,9.187583384853566,1.0,0,0,4,7,1250,0,1969,0,47.3343,-122.306,1280,9.088285725968877,294111.27857142856,1250,0.3333333333333333,0.127890321260487
6300500875,385000.0,4,1.75,1620,8.513385953073284,1.0,0,0,4,7,860,760,1947,0,47.7025,-122.341,1400,8.513385953073284,386997.3967611336,2380,0.4375,0.3253012048192771
2524049179,2000000.0,3,2.75,3050,10.711480124765114,1.0,0,4,3,9,2330,720,1968,0,47.5316,-122.233,4110,9.920197166099076,1194230.0212765958,3770,0.9166666666666666,0.06797869258029286
7137970340,285000.0,5,2.5,2270,8.748463629942055,2.0,0,0,3,8,2270,0,1995,0,47.3266,-122.169,2240,8.854522203757432,334921.0626780627,2270,0.5,0.3603174603174603
8091400200,252700.0,2,1.5,1070,9.174091239301061,1.0,0,0,3,7,1070,0,1985,0,47.3533,-122.166,1220,9.034438166984412,296187.98046875,1070,0.75,0.11096131909156902
3814700200,329000.0,3,2.25,2450,8.77971129020447,2.0,0,0,4,8,2450,0,1985,0,47.3739,-122.172,2200,8.834336974017637,296187.98046875,2450,0.75,0.3769230769230769
1202000200,233000.0,3,2.0,1710,8.454892165218858,1.5,0,0,5,6,1710,0,1941,0,47.3048,-122.218,1030,8.456593569287309,234284.0351758794,1710,0.6666666666666666,0.3640621673408559
1794500383,937000.0,3,1.75,2450,7.898039690764619,2.0,0,0,3,8,1750,700,1915,0,47.6386,-122.36,1760,8.181440695719374,849448.0163043478,3150,0.5833333333333334,0.9104422147900408
3303700376,667000.0,3,1.0,1400,7.366445148327599,1.5,0,0,5,8,1400,0,1909,0,47.6221,-122.314,1860,8.258940462988459,1095499.342007435,1400,0.3333333333333333,0.8855154965211891
5101402488,438000.0,3,1.75,1520,8.761080103868347,1.0,0,0,3,7,790,730,1948,0,47.695,-122.304,1520,8.738094230177667,619900.5471698113,2250,0.5833333333333334,0.23824451410658307
1873100390,719000.0,4,2.5,2570,8.878218658092228,2.0,0,0,3,8,2570,0,2005,0,47.7073,-122.11,2630,8.704004653483045,645231.456445993,2570,0.625,0.35828802453645614
8562750320,580500.0,3,2.5,2320,8.289288323000317,2.0,0,0,3,8,2320,0,2003,0,47.5391,-122.07,2580,8.289288323000317,616990.5922330098,2320,0.8333333333333334,0.5829145728643216
2426039314,280000.0,2,1.5,1190,7.143617602704121,3.0,0,0,3,7,1190,0,2005,0,47.7274,-122.357,1390,7.471363088187097,386997.3967611336,1190,0.75,0.9407114624505929
461000390,687500.0,4,1.75,2330,8.517393171418904,1.5,0,0,4,7,1510,820,1929,0,47.6823,-122.368,1460,8.517393171418904,576795.007233273,3150,0.4375,0.466
7589200193,535000.0,3,1.0,1090,8.006700845440367,1.5,0,0,4,8,1090,0,1929,0,47.6889,-122.375,1570,8.533263371593732,576795.007233273,1090,0.3333333333333333,0.36333333333333334
7955080270,322500.0,4,2.75,2060,8.803874763534434,1.0,0,0,3,7,1280,780,1981,0,47.4276,-122.157,2020,9.073489189226986,353608.63516483514,2840,0.6875,0.30935575912299146
9547205180,696000.0,3,2.5,2300,8.026496938945412,1.5,0,0,3,8,1510,790,1930,2002,47.6827,-122.31,1590,8.09101504171053,619900.5471698113,3090,0.8333333333333334,0.7516339869281046
2768000400,640000.0,4,2.0,2360,8.699681400989514,2.0,0,0,4,8,2360,0,1904,0,47.6702,-122.362,1730,8.45553053102413,579053.4172932331,2360,0.5,0.3933333333333333
7895500070,240000.0,4,1.0,1220,8.996651979432729,1.0,0,0,2,7,890,330,1969,0,47.3341,-122.282,1290,8.962007209588313,280804.6906077348,1550,0.25,0.15108359133126936
2078500320,605000.0,4,2.5,2620,8.929832503272403,2.0,0,0,3,8,2620,0,1996,0,47.5301,-122.18,2620,9.383032379794294,420890.54926108377,2620,0.625,0.3468820336290216
5547700270,625000.0,4,2.5,2570,8.616314282284044,2.0,0,0,3,9,2570,0,2000,0,47.6145,-122.027,2470,8.642944396721798,685605.775510204,2570,0.625,0.46557971014492755
7766200013,775000.0,4,2.25,4220,10.093570577723847,1.0,0,0,3,8,2600,1620,1984,0,47.445,-122.347,2410,10.329343350292026,464231.8385826772,5840,0.5625,0.17448110477135534
7203220400,861990.0,5,2.75,3595,8.637639344492104,2.0,0,0,3,9,3595,0,2014,0,47.6848,-122.016,3625,8.637639344492104,678163.0592592593,3595,0.55,0.6375243837559851
9270200160,685000.0,3,1.0,1570,7.732369222284388,2.0,0,0,3,7,1570,0,1922,0,47.6413,-122.364,1580,7.878912912297133,849448.0163043478,1570,0.3333333333333333,0.6885964912280702
1432701230,309000.0,3,1.0,1280,9.175438319966918,1.0,0,0,4,6,920,360,1959,0,47.4485,-122.175,1340,9.083529205109796,353608.63516483514,1640,0.3333333333333333,0.13256006628003314
8035350320,488000.0,3,2.5,3160,9.518119146127086,2.0,0,0,3,8,3160,0,2003,0,47.7443,-121.977,3050,9.130539301772627,424788.74736842106,3160,0.8333333333333334,0.2323016981548188
8945200830,210490.0,3,1.0,990,9.05122740031911,1.0,0,0,3,6,990,0,1966,0,47.3066,-122.371,1228,9.087155271405804,286732.79158316634,990,0.3333333333333333,0.11608818011257035
4178300310,785000.0,4,2.5,2290,9.504277838590472,2.0,0,0,4,9,2290,0,1981,0,47.6194,-122.151,2680,9.524128691512443,617105.085106383,2290,0.625,0.1706917113893858
9215400105,450000.0,3,1.75,1250,8.69349667588463,1.0,0,0,4,7,1250,0,1953,0,47.6796,-122.301,970,8.537191877922927,619900.5471698113,1250,0.5833333333333334,0.20962602716753312
822039084,1350000.0,3,2.5,2753,11.08223485230999,1.0,1,2,5,9,2165,588,1953,0,47.4041,-122.451,2680,11.191534925648972,487479.6271186441,3341,0.8333333333333334,0.04235058841627567
5245600105,228000.0,3,1.0,1190,9.126958763037132,1.0,0,0,3,7,1190,0,1955,0,47.4258,-122.322,1190,9.144734614878189,284908.5964912281,1190,0.3333333333333333,0.129361887161648
7231300125,345000.0,5,2.5,3150,9.119868468812108,1.0,0,0,4,8,1640,1510,1966,0,47.4934,-122.189,1990,9.119758993744945,420890.54926108377,4660,0.5,0.3448653382964747
7518505990,600000.0,3,1.75,1410,8.314097335405807,1.0,0,0,4,7,1000,410,1950,0,47.6808,-122.384,1410,8.314097335405807,576795.007233273,1820,0.5833333333333334,0.34558823529411764
3626039271,585000.0,2,1.75,1980,9.053803514155955,1.0,0,0,3,7,990,990,1981,0,47.6989,-122.369,1480,8.815666824946216,576795.007233273,2970,0.875,0.23157894736842105
4217401195,920000.0,5,2.25,2730,8.699681400989514,1.5,0,0,3,8,2130,600,1927,0,47.6571,-122.281,2730,8.699681400989514,862825.2314410481,3330,0.45,0.455
9822700295,885000.0,4,2.5,2830,8.517393171418904,2.0,0,0,3,9,2830,0,1995,0,47.6597,-122.29,1950,8.517393171418904,862825.2314410481,2830,0.625,0.566
9478500640,292500.0,4,2.5,2250,8.410943391573527,2.0,0,0,3,7,2250,0,2008,0,47.3663,-122.114,2250,8.412054873292933,311632.10583941604,2250,0.625,0.5005561735261401
2799800710,301000.0,3,2.5,2420,8.46611040118692,2.0,0,0,3,8,2420,0,2003,0,47.3663,-122.122,2690,8.46611040118692,311632.10583941604,2420,0.8333333333333334,0.5094736842105263
7922800400,951000.0,5,3.25,3250,9.571017297294214,2.0,0,4,4,8,3250,0,1968,0,47.588,-122.116,2960,9.309733115854218,645507.3780918728,3250,0.65,0.22660716775902942
8079040320,430000.0,4,3.0,1850,9.208037722913508,2.0,0,0,3,8,1850,0,1991,0,47.5059,-122.149,2270,9.052867513151618,493552.53205128206,1850,0.75,0.18544506816359263
1516000055,650000.0,3,2.25,2150,9.963453133703561,1.0,0,3,4,8,1590,560,1959,0,47.4336,-122.339,2570,9.846970109700957,464231.8385826772,2710,0.75,0.10124793972215682
9558200045,289000.0,3,1.75,1260,9.036106025364846,1.0,0,0,3,7,1260,0,1954,0,47.4366,-122.335,1290,9.076923258535832,284908.5964912281,1260,0.5833333333333334,0.15
5072410070,505000.0,3,1.75,2519,9.07004328643746,2.0,0,0,5,8,2519,0,1973,0,47.4428,-122.344,2500,9.15915233520675,464231.8385826772,2519,0.5833333333333334,0.289873417721519
9528102996,549000.0,3,1.75,1540,6.951772164398911,3.0,0,0,3,8,1540,0,2014,0,47.6765,-122.32,1580,8.036249942132116,619900.5471698113,1540,0.5833333333333334,1.475095785440613
1189001180,425000.0,3,2.25,1660,8.699681400989514,1.0,0,0,3,7,1110,550,1979,0,47.6113,-122.297,1440,8.314097335405807,634360.1793103449,2210,0.75,0.27666666666666667
3253500160,317625.0,3,2.75,2770,8.245384468120747,1.5,0,0,5,7,1770,1000,1925,0,47.5747,-122.304,1440,8.294299608857235,594547.6501457726,3770,0.9166666666666666,0.7272249934365975
3394100030,975000.0,4,2.5,2720,9.3101857069459,2.0,0,0,3,10,2720,0,1989,0,47.5815,-122.192,2750,9.3101857069459,1355927.0820189274,2720,0.625,0.24617612453615711
3717000160,287000.0,4,2.5,2240,8.444407421690585,2.0,0,0,3,7,2240,0,2005,0,47.3378,-122.257,2221,8.42463920980563,280804.6906077348,2240,0.625,0.4819277108433735
1274500060,204000.0,3,1.0,1000,9.398561160701128,1.0,0,0,4,7,1000,0,1968,0,47.3621,-122.11,1010,9.444305161921976,311632.10583941604,1000,0.3333333333333333,0.08285004142502071
1802000060,1325000.0,5,2.25,3200,9.911406117780423,1.0,0,0,3,8,1600,1600,1965,0,47.6303,-122.215,3390,9.911406117780423,1355927.0820189274,4800,0.45,0.1587459073320766
1525059190,1040000.0,5,3.25,4770,10.821676481693363,1.0,0,0,4,11,3070,1700,1973,0,47.6525,-122.16,3530,10.569212147518101,810164.875,6470,0.65,0.09522098454904779
1049000060,325000.0,3,2.0,1260,8.6328406149422,1.0,0,0,4,7,1260,0,1972,0,47.7362,-122.179,1640,8.465057436995709,521652.8587155963,1260,0.6666666666666666,0.22451888809693513
8820901275,571000.0,4,2.0,2750,8.962904128092928,1.5,0,0,5,7,2250,500,1916,0,47.7168,-122.287,1510,8.962904128092928,469455.77073170734,3250,0.5,0.3522479825797361
5416510140,360000.0,4,2.5,2380,8.517393171418904,2.0,0,0,3,8,2380,0,2005,0,47.3608,-122.036,2420,8.517393171418904,366867.6,2380,0.625,0.476
3444100400,349000.0,3,1.75,1790,10.830322498285954,1.0,0,0,5,7,1090,700,1965,0,47.3511,-122.073,1940,10.830322498285954,311632.10583941604,2490,0.5833333333333334,0.03542520136951058
3276920270,832500.0,4,4.0,3430,10.466041875887068,2.0,0,0,4,10,2390,1040,1986,0,47.5822,-121.987,3240,10.463703160543519,790576.6545961003,4470,1.0,0.09771522990143011
4036801170,380000.0,4,1.75,1760,8.895766604056085,1.0,0,0,3,7,880,880,1956,0,47.6034,-122.125,1680,8.922791623969637,645507.3780918728,2640,0.4375,0.2410958904109589
2391600320,480000.0,3,1.0,1040,8.529319371214077,1.0,0,0,3,7,1040,0,1941,0,47.5636,-122.394,890,8.529319371214077,618634.1696969697,1040,0.3333333333333333,0.20553359683794467
6300000287,410000.0,3,1.0,1410,8.529319371214077,1.0,0,0,4,7,910,500,1956,0,47.7073,-122.34,1130,8.647168267837984,386997.3967611336,1910,0.3333333333333333,0.27865612648221344
1531000030,720000.0,4,2.5,3450,10.588703362769794,2.0,0,0,3,10,3450,0,2002,0,47.342,-122.025,3350,10.590390276998745,423665.99,3450,0.625,0.08693899150769852
5104520400,390000.0,3,2.5,2350,8.537191877922927,2.0,0,0,3,8,2350,0,2003,0,47.3512,-122.008,2350,8.587465244401569,366867.6,2350,0.8333333333333334,0.46078431372549017
7437100340,360000.0,4,2.5,1900,8.681011276645632,2.0,0,0,3,7,1900,0,1992,0,47.349,-122.031,1870,8.764990330169104,366867.6,1900,0.625,0.3226354219731703
9418400240,355000.0,2,1.0,2020,8.812992231969966,1.0,0,0,3,7,1010,1010,1948,0,47.5474,-122.291,1720,8.812992231969966,417637.43307086616,3030,0.5,0.3005952380952381
1523059105,356000.0,3,1.5,1680,9.072571442231286,1.0,0,0,3,8,1680,0,1964,0,47.4811,-122.149,1850,9.082279701908664,493552.53205128206,1680,0.5,0.1928374655647383
1133000671,315000.0,3,1.0,960,8.800113946766308,1.0,0,0,3,6,960,0,1952,0,47.7264,-122.31,1570,8.882391706295847,469455.77073170734,960,0.3333333333333333,0.1447090744648779
4232902595,940000.0,3,1.5,2140,8.188966863648876,2.0,0,0,3,9,1900,240,1925,0,47.6337,-122.365,2020,8.476579508530941,849448.0163043478,2380,0.5,0.5944444444444444
2599001200,305000.0,5,2.25,2660,9.036106025364846,1.5,0,0,5,7,2660,0,1961,0,47.2909,-122.189,1590,9.007734471879521,334921.0626780627,2660,0.45,0.31666666666666665
3342103156,461000.0,3,3.25,2770,8.744966011114109,2.0,0,0,3,9,1980,790,2006,0,47.5228,-122.199,1900,8.902455592206882,420890.54926108377,3560,1.0833333333333333,0.4412233195285123
1332700270,215000.0,2,2.25,1610,7.621195162809845,2.0,0,0,4,7,1610,0,1979,0,47.518,-122.194,1950,7.613818684808629,420890.54926108377,1610,1.125,0.7892156862745098
3869900162,335000.0,2,1.75,1030,6.9726062513017535,2.0,0,0,3,7,765,265,2006,0,47.5394,-122.387,1030,7.009408932708637,551688.6730038023,1295,0.875,0.9662288930581614
2791500270,243500.0,4,2.5,1980,8.909775673693389,2.0,0,0,3,7,1980,0,1988,0,47.2897,-122.372,1980,8.924123891686012,286732.79158316634,1980,0.625,0.2674591381872214
5036300431,1099880.0,5,2.75,3520,8.756839814829462,2.0,0,0,4,10,3520,0,2001,0,47.6506,-122.391,2520,8.740496729931813,791820.807570978,3520,0.55,0.5540689438060759
4168000060,153000.0,3,1.0,1200,9.259225769705994,1.0,0,0,3,7,1200,0,1962,0,47.322,-122.351,1350,9.259225769705994,286732.79158316634,1200,0.3333333333333333,0.11428571428571428
6021501535,430000.0,3,1.5,1580,8.517393171418904,1.0,0,0,3,8,1290,290,1939,0,47.687,-122.386,1570,8.412054873292933,576795.007233273,1870,0.5,0.316
6021501535,700000.0,3,1.5,1580,8.517393171418904,1.0,0,0,3,8,1290,290,1939,0,47.687,-122.386,1570,8.412054873292933,576795.007233273,1870,0.5,0.316
1483300570,905000.0,4,2.5,3300,9.235130540783402,1.0,0,0,3,7,2390,910,1946,1991,47.5873,-122.249,1950,8.707152175339404,1194230.0212765958,4210,0.625,0.32195121951219513
3422049190,247500.0,3,1.75,1960,9.660268836790868,1.0,0,0,3,7,1960,0,1967,0,47.3576,-122.277,1750,9.656115343487846,251296.24,1960,0.5833333333333334,0.12499202856960653
1099611230,199000.0,4,1.5,1160,8.764209507142004,1.0,0,0,4,7,1160,0,1975,0,47.3036,-122.378,1160,8.764209507142004,286732.79158316634,1160,0.375,0.18125
722079104,314000.0,3,1.75,1810,10.640675541671662,1.0,0,0,5,7,1210,600,1980,0,47.4109,-121.958,1650,11.813304093943202,366867.6,2410,0.5833333333333334,0.04330143540669856
7338200240,437500.0,3,2.5,2320,10.514556622060466,2.0,0,2,3,9,2320,0,1992,0,47.4838,-121.714,2550,10.464987279030074,439471.0814479638,2320,0.8333333333333334,0.06296306347870925
1952200240,850830.0,3,2.5,2070,9.491148875484791,1.5,0,0,5,9,1270,800,1910,0,47.6415,-122.315,2200,8.412054873292933,901258.2666666667,2870,0.8333333333333334,0.15633260327769805
5200100125,555000.0,3,2.0,1980,8.154500175151941,1.5,0,0,4,7,1440,540,1929,0,47.6775,-122.372,1610,8.154500175151941,576795.007233273,2520,0.6666666666666666,0.5692926969522715
7214720075,699950.0,3,2.25,2190,11.586120163073273,2.0,0,0,4,8,2190,0,1983,0,47.7731,-122.08,2570,10.7743205614855,682774.8787878788,2190,0.75,0.020354484027771323
2450000295,1088000.0,3,2.5,2920,9.001346243766392,2.0,0,0,3,8,2920,0,1950,2010,47.5814,-122.196,2370,9.001346243766392,1355927.0820189274,2920,0.8333333333333334,0.3599161839023789
6197800045,290000.0,3,1.0,1210,10.43176008990584,1.0,0,0,3,7,1210,0,1954,0,47.4375,-122.184,1640,9.609854474590907,353608.63516483514,1210,0.3333333333333333,0.0356732214982753
1328310370,375000.0,3,2.5,2340,9.21094019204815,1.0,0,0,4,8,1460,880,1978,0,47.4431,-122.133,2250,9.007367027451355,353608.63516483514,3220,0.8333333333333334,0.23388305847076463
546000875,460000.0,3,1.0,1670,8.295548516225763,1.5,0,0,4,7,1170,500,1939,0,47.6878,-122.38,1240,8.295548516225763,576795.007233273,2170,0.3333333333333333,0.41697877652933835
3530510041,188500.0,2,1.75,1240,7.821643126239982,1.0,0,0,4,8,1240,0,1985,0,47.3813,-122.322,1270,8.51057131510735,302878.8821428571,1240,0.875,0.49739269955876453
1853000400,680000.0,4,2.5,3140,10.24131601192848,2.0,0,0,4,10,3140,0,1991,0,47.7304,-122.082,2990,10.463160481696102,682774.8787878788,3140,0.625,0.11199486392980704
3134100116,470000.0,5,1.75,2030,9.42084437974393,2.0,0,0,4,7,2030,0,1942,0,47.6417,-122.109,2500,9.152075463844207,645231.456445993,2030,0.35,0.16447901474639443
9545230140,597750.0,4,2.5,2310,9.172119159155985,2.0,0,0,3,8,2310,0,1984,0,47.5386,-122.053,1940,9.173365135851288,616990.5922330098,2310,0.625,0.24002493765586036
3362400511,570000.0,3,1.75,1260,8.110427237575024,1.0,0,0,5,6,700,560,1905,0,47.6823,-122.349,1380,8.17103418920548,584919.2109634551,1820,0.5833333333333334,0.3786057692307692
2525310310,272500.0,3,1.75,1540,9.441531454869693,1.0,0,0,4,7,1160,380,1980,0,47.3624,-122.031,1540,9.363662136919832,366867.6,1920,0.5833333333333334,0.12222222222222222
6126500060,329950.0,3,1.75,2080,8.694502206386648,1.0,0,2,3,7,1080,1000,1971,0,47.5474,-122.295,2090,8.612685172875459,355678.51612903224,3080,0.5833333333333334,0.3484670799128832
8961960160,480000.0,4,2.5,3230,9.691036630760662,2.0,0,3,3,9,2520,710,2001,0,47.3183,-122.253,2640,9.049936850483158,280804.6906077348,3940,0.625,0.19974027580236225
3626039325,740500.0,3,3.5,4380,8.756367559802975,2.0,0,0,3,8,2780,1600,1900,1999,47.6981,-122.368,1830,8.756367559802975,576795.007233273,5980,1.1666666666666667,0.6897637795275591
3362400431,518500.0,3,3.5,1590,7.005789019253503,3.0,0,0,3,8,1590,0,2010,0,47.6824,-122.347,1620,8.06054004653864,584919.2109634551,1590,1.1666666666666667,1.442831215970962
4060000240,205425.0,2,1.0,880,8.821879862683842,1.0,0,0,4,6,880,0,1945,0,47.5009,-122.248,1190,8.821879862683842,310612.75572519086,880,0.5,0.12979351032448377
3454800060,171800.0,4,2.0,1570,9.169622538697624,1.0,0,0,3,6,1570,0,1950,0,47.4965,-122.303,1880,9.105090961257085,240328.3717472119,1570,0.5,0.16354166666666667
1695900060,535000.0,4,1.0,1610,8.000684784514748,1.5,0,0,4,7,1610,0,1925,0,47.587,-122.294,1610,8.304247465078474,594547.6501457726,1610,0.25,0.539906103286385
7278700070,660000.0,3,2.5,2400,8.775703886567738,1.0,0,2,3,8,1560,840,1964,0,47.7728,-122.386,2340,9.292565312231853,676185.3921568628,3240,0.8333333333333334,0.3707136237256719
6675500070,391500.0,3,2.0,1450,9.11964950669168,1.0,0,0,3,7,1450,0,1987,0,47.7288,-122.226,1580,9.116578992161708,521652.8587155963,1450,0.6666666666666666,0.15878230398598336
3626039187,395000.0,2,1.0,770,8.699681400989514,1.0,0,0,3,6,770,0,1953,0,47.6999,-122.364,1710,8.699681400989514,576795.007233273,770,0.5,0.12833333333333333
3524049083,445000.0,4,1.75,2100,8.38958706681109,1.5,0,0,5,7,1720,380,1924,0,47.5299,-122.266,1850,8.38958706681109,417637.43307086616,2480,0.4375,0.4772727272727273
3275860240,770000.0,3,2.25,2910,9.230633075243945,2.0,0,0,3,9,2910,0,1990,0,47.6897,-122.098,2700,9.546312483555713,645231.456445993,2910,0.75,0.28518228145825164
4389200955,1450000.0,4,2.75,2750,9.786391780659882,1.5,0,0,3,8,1980,770,1914,1992,47.6141,-122.212,3060,9.330431852234003,1355927.0820189274,3520,0.6875,0.15458991511608297
4058801670,445000.0,3,2.25,2100,9.012133305952004,1.0,0,2,3,8,1620,480,1967,0,47.5091,-122.244,2660,9.072571442231286,310612.75572519086,2580,0.75,0.25606633337397877
8732020310,260000.0,4,2.25,2160,9.083869707922235,1.0,0,0,3,8,1360,800,1978,0,47.3129,-122.39,2090,9.036106025364846,286732.79158316634,2960,0.5625,0.24514811031664965
2331300505,822500.0,5,3.5,2320,8.509362612301048,2.0,0,0,5,7,1720,600,1926,0,47.6763,-122.352,1700,8.509362612301048,584919.2109634551,2920,0.7,0.46774193548387094
7853210060,430000.0,4,2.5,2070,8.368925174747135,2.0,0,0,3,7,2070,0,2004,0,47.5319,-121.85,1970,8.229244416735913,527961.2032258065,2070,0.625,0.4802784222737819
3668000070,212000.0,3,1.75,1060,8.971575439759016,1.0,0,0,4,7,1060,0,1986,0,47.2761,-122.152,1420,8.946505025998682,334921.0626780627,1060,0.5833333333333334,0.1346031746031746
9545240070,660500.0,4,2.25,2010,9.169934957341145,1.0,0,0,3,8,1440,570,1986,0,47.5343,-122.054,2060,9.189525232262262,616990.5922330098,2580,0.5625,0.2093095907528897
1243100136,784000.0,3,3.5,3950,11.617996938859507,1.5,0,0,3,9,2460,1490,1989,0,47.697,-122.072,2480,11.390769130367211,645231.456445993,5440,1.1666666666666667,0.03556059705792326
8929000270,453246.0,3,2.5,2010,7.7354333524996886,2.0,0,0,3,8,1390,620,2014,0,47.5517,-121.998,1690,7.416378479192928,612653.6105919003,2630,0.8333333333333334,0.8788806296458243
2767602356,675000.0,4,3.5,2140,7.731492029245684,3.0,0,0,3,9,2140,0,2005,0,47.6734,-122.38,1540,7.734558844354756,579053.4172932331,2140,0.875,0.9394205443371378
921049315,199000.0,3,1.75,1320,9.763708110007842,1.0,0,0,4,7,1320,0,1956,0,47.3257,-122.296,1550,9.86609716331757,294111.27857142856,1320,0.5833333333333334,0.07590569292696953
3655000070,220000.0,4,1.75,2020,8.967121656230923,1.0,0,0,3,7,1010,1010,1968,0,47.3309,-122.299,1750,9.004668301573977,294111.27857142856,3030,0.4375,0.2576530612244898
4027700812,452000.0,4,2.25,2590,9.21064032698518,1.0,0,0,4,8,1340,1250,1968,0,47.7689,-122.266,1550,9.253112463820052,462480.035335689,3840,0.5625,0.2589482103579284
3992700335,382500.0,2,1.0,1190,8.398634855292102,1.0,0,0,3,6,1190,0,1981,0,47.7135,-122.287,1060,8.651024539049757,469455.77073170734,1190,0.5,0.268018018018018
2767603505,519950.0,3,2.25,1170,7.1308988302963465,3.0,0,0,3,8,1170,0,2014,0,47.6722,-122.381,1350,7.1785454837637,579053.4172932331,1170,0.75,0.9367493995196157
4232901525,665000.0,2,1.0,1110,8.071218539969863,1.0,0,0,3,7,1110,0,1925,0,47.6338,-122.358,1170,8.188966863648876,849448.0163043478,1110,0.5,0.346875
1777500060,527700.0,5,2.5,2820,9.145908511816794,1.0,0,0,4,8,1550,1270,1968,0,47.5707,-122.128,2820,9.145908511816794,859684.7791164658,4090,0.5,0.3008
1432900240,205000.0,3,1.0,1610,9.057189192482008,1.0,0,0,4,7,1010,600,1962,0,47.4563,-122.171,1610,9.057189192482008,353608.63516483514,2210,0.3333333333333333,0.1876675603217158
6140100875,420000.0,3,1.0,1060,8.999372396592106,1.0,0,0,4,7,940,120,1923,0,47.7144,-122.351,1560,8.97979449089521,386997.3967611336,1180,0.3333333333333333,0.13091268371001605
6071600370,500000.0,4,2.25,2030,9.049936850483158,1.0,0,0,4,8,1380,650,1961,0,47.5495,-122.174,2230,9.085343881801498,859684.7791164658,2680,0.5625,0.23834683574028415
