bathrooms,waterfront,grade,house_age,log_price,log_sqft_lot
1.75,0,8,42,13.132313708257497,9.069928218259438
1.75,0,8,1,13.215853720491667,6.950814768442584
2.25,0,7,36,12.959844447906553,8.699514748210191
2.75,0,7,90,12.668626720622465,8.245121966478605
2.5,0,10,26,13.790192749979985,9.310095205113175
2.5,0,7,10,12.567237494741757,8.444192298531748
1.0,0,7,47,12.225875272826354,9.398478314091577
2.25,0,8,50,14.09692301740246,9.911356510914823
3.25,0,11,42,13.854731271117556,10.821656519422055
2.0,0,7,43,12.691580461311874,8.632662441222351
2.0,0,7,99,13.255144488638146,8.962776046120291
2.5,0,8,10,12.793859310432293,8.517193191416238
1.75,0,7,50,12.762827201184564,10.830302707866496
4.0,0,10,29,13.632188500836737,10.466013387887635
1.75,0,7,59,12.84792653170257,8.895629627136483
1.0,0,7,74,13.081541382884074,8.52912176228151
1.0,0,7,59,12.92391243868049,8.52912176228151
2.5,0,10,13,13.487006490992238,10.588678163379617
2.5,0,8,12,12.873902018105829,8.536995818712418
2.5,0,7,23,12.793859310432293,8.68084148294457
1.0,0,7,67,12.779873068457553,8.812843433517195
1.5,0,8,51,12.782686009834167,9.072456664612796
1.0,0,6,63,12.66032791780777,8.799963219506997
1.5,0,9,90,13.753635154246187,8.1886891244442
2.25,0,7,54,12.628067055589549,9.035986984831405
3.25,0,9,9,13.041153321978786,8.744806737401898
2.25,0,7,36,12.2783933071098,7.620705086838262
1.75,0,7,9,12.721885810807203,6.97166860472579
2.5,0,7,27,12.402872221504781,8.909640602443098
2.75,0,10,14,13.910711640908662,8.756682421266532
1.0,0,7,53,11.938193200374572,9.259130536145614
1.5,0,8,76,12.971540487669746,8.517193191416238
1.5,0,8,76,13.458835614025542,8.517193191416238
2.5,0,7,69,13.715690222682063,9.235032984566555
1.75,0,7,48,12.419165860990882,9.660205067381032
1.5,0,7,40,12.201060103706629,8.764053269347762
1.75,0,7,35,12.65714826489039,10.640651618512848
2.5,0,9,23,12.988831984779805,10.51452948317723
2.5,0,9,105,13.653967622617456,9.491073355339758
2.0,0,7,86,13.226723392728571,8.154212694914229
2.25,0,8,32,13.458764182902971,11.586110868831522
2.5,0,8,65,13.899851706398024,9.001222992395064
1.0,0,7,61,12.577636201962656,10.431730608339187
2.5,0,8,37,12.834681304952548,9.210840247017833
1.0,0,7,76,13.038981768465277,8.29529885950246
1.75,0,8,30,12.146853285870202,7.821242083523558
2.5,0,10,24,13.42984807715229,10.241280345410422
1.75,0,7,73,13.060487973686241,9.420763358881013
2.5,0,8,31,13.30092788532057,9.172015257654515
1.75,0,6,110,13.253391639810733,8.1101268019411
1.75,0,7,35,12.515393893085436,9.441452092939569
1.75,0,7,44,12.706696406811568,8.69433468816865
2.5,0,9,14,13.081541382884074,9.690974793577944
3.5,0,8,115,13.51508091268999,8.756210091886738
3.5,0,8,5,13.158695306651719,7.004881989712859
1.0,0,6,70,12.232836282799388,8.821732380934442
2.0,0,6,65,12.054086288532291,9.169518377455928
1.0,0,7,90,13.190022025878143,8.000349495324684
2.5,0,8,51,13.399995114002609,8.775549434486189
2.0,0,7,28,12.877740794412995,9.119540007649686
1.0,0,6,62,12.886641043883259,8.699514748210191
1.75,0,7,91,13.005829561148378,8.389359819906353
2.25,0,9,25,13.554145793829866,9.230535079261703
2.75,0,8,101,14.187074114396758,9.78633556772527
2.25,0,8,48,13.005829561148378,9.012011377036412
2.25,0,8,37,12.468436909997665,9.08375621986673
3.5,0,7,89,13.620103761621664,8.509161019718974
2.5,0,7,11,12.971540487669746,8.368693183097793
1.75,0,7,29,12.26434155365415,8.971448463693834
2.25,0,8,29,13.400752402944518,9.169830828637973
3.5,0,9,26,13.572164299332545,11.617987936217231
2.5,0,8,1,13.024190303426474,7.734996194022781
3.5,0,9,10,13.422467969854667,7.731053144007127
1.75,0,7,59,12.201060103706629,9.763650607348328
1.75,0,7,47,12.301382825334498,8.966994113344454
2.25,0,8,47,13.021437458814368,9.21054035197885
1.0,0,6,34,12.854483932248728,8.39840965542627
2.25,0,8,1,13.161487932088379,7.130098510125578
1.0,0,7,90,13.407542319637992,8.070906088787819
2.5,0,8,47,13.17628321939376,9.14580185083861
1.0,0,7,53,12.230765258120545,9.057072635572965
1.0,0,7,92,12.948009990259552,8.999248901686114
2.25,0,8,54,13.122363377404328,9.04981944514108
2.5,0,9,21,13.733758056092014,12.661514515109953
1.0,0,8,110,13.698976741708323,8.294049640102028
2.5,0,7,8,12.971540487669746,11.01836681366811
2.0,0,8,55,12.460714863903755,9.433483923290392
1.0,0,7,68,13.144124869185841,8.14757773620177
2.0,0,8,25,13.184718266151094,8.035926369891792
1.0,0,7,68,13.235692062711331,8.517193191416238
1.0,0,7,61,12.55302548257067,9.011889433252344
3.25,0,12,9,14.626440774180603,9.895959286115337
1.0,0,7,73,12.765688433465597,8.536995818712418
1.0,0,7,48,12.2783933071098,8.94494150776486
3.5,0,9,19,13.38472764187182,10.136383395293016
2.75,0,8,48,12.676076274775909,8.922658299524402
2.0,0,7,99,12.417143615610113,8.881558488638976
1.75,0,8,47,12.676076274775909,9.32188174670909
2.25,0,7,53,12.449018824140563,9.06323150693797
1.75,0,7,53,12.989974189358584,9.175748927206564
2.5,0,10,15,13.710150042306449,9.717338680907787
2.75,0,7,36,12.996800154428984,8.892886141190731
2.0,0,7,40,12.948009990259552,10.554040335463652
1.75,0,7,39,12.821258284620408,8.85366542803745
1.75,0,5,66,12.505992035646432,8.88875674784872
2.5,0,9,16,13.601202855312463,8.411610428841172
2.5,0,8,36,13.389332408258568,9.185022563991893
2.0,0,7,51,12.82530414313995,9.028338763993148
1.75,0,7,61,12.556729517143344,9.95227771670556
1.75,0,7,37,12.513557345278134,8.87346805533363
1.5,0,7,60,12.65395846952229,8.976135873302548
2.5,0,10,31,13.729407858910863,10.463189051084006
2.25,0,8,35,13.419500608626866,9.010669176847115
2.5,0,8,7,12.959844447906553,7.003065458786462
2.75,0,7,29,12.899094818276968,8.594154232552366
1.0,0,6,114,12.86099861326992,8.476371196895983
1.5,0,7,40,12.505992035646432,8.930626469173578
1.0,0,7,66,12.706847933442663,9.014325488050225
2.5,0,7,27,12.468436909997665,8.665095821339733
3.0,0,7,90,13.060487973686241,8.54188580400661
3.0,0,7,54,13.286181462633724,9.169518377455928
1.5,0,7,19,12.004568269319446,8.137103389639302
2.75,0,9,22,13.635187003832993,9.50390510758612
3.0,0,10,29,13.906264921232738,9.461099090323366
1.75,0,8,46,12.502466658583977,9.210340371976184
2.5,0,8,28,13.235692062711331,9.076123029856374
1.0,0,6,114,13.329377546788654,7.783224016336037
2.25,0,8,40,13.27968844210788,9.212936997823448
1.75,0,7,38,12.628067055589549,9.156939595249067
1.0,0,6,56,12.0254496453718,9.084777149000837
2.5,0,8,56,13.591116224748411,9.199986959896691
2.5,0,7,53,12.89921982609012,8.9237243977064
1.0,0,7,67,12.345834587905333,9.232884336411077
2.5,0,8,12,12.456376007299998,8.522180732927277
2.0,0,7,95,12.955127458028414,8.776475789346321
2.5,0,8,8,13.049792684569493,8.314832179284556
2.5,0,7,18,12.994530005894443,11.100601891263528
1.75,0,7,46,12.86099861326992,11.951651252772821
1.0,0,6,72,12.254862809699606,9.36947859331448
2.5,0,8,21,12.601487417784837,9.612600349135398
1.0,0,7,63,13.060487973686241,8.517193191416238
1.5,0,7,39,12.330500223905226,8.905172985183382
1.0,0,6,53,12.521795378137476,9.041921720351219
1.75,0,9,49,13.641157170819497,9.306559229716726
2.5,0,8,5,13.426755063419057,8.430981494597171
1.0,0,7,100,12.959844447906553,8.676587243566487
0.75,0,6,74,12.102100055147195,9.169518377455928
3.0,0,7,95,13.047639831208393,8.132706489693264
2.25,0,8,22,12.676076274775909,8.93313654381203
2.25,0,8,1,13.346313003752748,7.356279876550748
2.5,0,9,32,13.292106151991423,9.39532504618962
2.5,0,9,10,13.049792684569493,9.79456514531194
2.75,0,8,37,13.075271769870477,8.743531633626967
1.0,0,6,92,12.542544882151386,9.70503661381229
3.0,0,9,58,14.224303456165114,10.418524297073583
2.5,0,8,15,13.007710936319127,8.646816959209742
2.25,0,8,68,13.885036620612885,9.606697461053619
1.5,0,8,68,13.054084536651034,9.287301413112312
2.5,0,10,16,13.438632906708023,8.770283819098399
2.0,0,7,54,12.54236629477704,9.185022563991893
2.25,0,8,28,13.1749558275235,9.874882295525794
2.25,0,8,49,12.691580461311874,9.68159322062235
2.25,0,7,21,12.70076888736628,9.033483854613287
2.25,0,7,73,12.873902018105829,8.922658299524402
2.0,0,8,10,13.081437210791684,8.782015969721936
2.25,0,7,37,12.487296407920908,9.185330208972015
1.0,0,7,54,12.367340793126296,9.632072452548218
2.5,0,7,11,13.15483056754183,8.461469042643875
1.75,1,7,100,13.39239051461739,9.667638628724365
2.75,0,7,55,13.122363377404328,9.638675294175094
2.75,0,8,37,12.66032791780777,8.902455592206882
1.0,0,6,54,12.269047444691562,9.230142999272362
1.5,0,7,68,13.071070083016778,8.571681376700306
4.0,0,10,32,13.840203170554645,10.241387341148526
2.0,0,7,39,12.9384405392434,11.454236468621549
1.0,0,7,111,12.92391243868049,8.463792414689122
3.5,0,10,22,13.592367006650065,12.307202223380179
2.5,0,9,50,13.064734264567692,9.549238235812235
1.75,0,7,47,12.323855681186558,9.048409504829962
1.0,0,6,75,12.254862809699606,8.699514748210191
1.0,0,7,90,13.028052697933088,8.517193191416238
1.0,0,6,61,12.323855681186558,9.025936648977904
1.0,0,7,97,13.081541382884074,8.026170194946426
2.5,0,9,25,12.802158113246987,9.381937965407161
2.5,1,9,15,14.690979295318174,9.03049574505712
1.5,0,6,61,12.106252310247962,8.540909718033554
2.0,0,7,39,12.429216196844383,8.897272113133987
1.75,0,6,97,13.083622549087899,8.006367567650246
2.0,0,7,37,12.468436909997665,8.883085524404578
2.5,0,9,14,13.028052697933088,8.947025655972697
2.25,0,8,24,12.936033799212835,10.497477161562855
1.0,0,7,62,12.764258840656002,8.17131687471973
2.5,0,7,28,12.409013489526863,8.914894908906568
2.0,0,7,87,13.292106151991423,9.12598002335811
1.75,0,7,60,12.86099861326992,8.938531648680692
1.75,0,7,41,12.66032791780777,9.346181594887597
1.0,0,7,36,12.449018824140563,9.227197489042606
2.5,0,8,9,13.448785278172041,8.39502555744203
1.0,0,8,104,13.567049198665774,8.389359819906353
1.75,0,7,55,12.375815420117268,9.0442857876461
2.25,0,10,36,13.17115354157376,10.609304136196736
1.0,0,5,85,12.959844447906553,8.525161361065415
0.75,1,5,79,12.820987977820545,9.218209330354878
2.5,0,7,27,12.577636201962656,8.892886141190731
1.0,0,7,61,12.560244459250788,9.278092474027002
1.0,0,7,78,12.936033799212835,8.411832675758411
2.5,0,8,36,12.515393893085436,9.20029003612268
3.25,0,11,33,14.880221294956703,9.908475094047168
4.75,0,11,26,14.126664986601197,10.956858372958548
1.0,0,7,76,12.985397522331171,8.92771217382708
1.0,0,7,48,12.254862809699606,9.340491056441229
1.0,0,7,54,12.371587084007746,8.682368589375221
1.75,0,7,61,12.7098736543592,7.174724309836376
2.5,0,8,9,12.80765263256463,8.414052432496725
2.0,0,8,55,13.017002861746503,9.696340374306518
2.75,0,9,1,13.554145793829866,10.177324218165856
2.5,0,8,18,13.028052697933088,10.807199502203423
1.75,0,6,107,12.911642346088676,8.699514748210191
1.75,0,7,46,12.627739132976346,9.334767950351235
1.0,0,6,84,12.043553716032399,8.568836424568076
3.0,0,9,110,14.53335035111459,9.045465728785949
2.5,0,9,10,13.567049198665774,8.860499167616016
3.0,0,8,27,12.706847933442663,9.543879740512757
2.5,0,9,23,12.821258284620408,9.067162602299854
2.25,0,7,36,13.054084536651034,9.51044496442652
1.75,0,7,35,12.911642346088676,8.812843433517195
2.25,0,8,30,13.422467969854667,9.239899174217728
1.0,0,7,61,13.122363377404328,9.55393007636626
2.5,0,7,47,12.873899453999977,9.665864679957084
1.75,0,8,40,13.353475098367715,9.107753783201082
2.5,0,9,23,12.793859310432293,9.161990111035136
3.0,0,8,29,13.270783382522602,9.311090275076326
2.0,0,8,86,13.217673557208654,8.334711621820917
2.5,0,10,21,13.686540176667314,10.003830501232155
2.0,0,7,22,12.487485104968359,9.100413892597578
2.5,0,8,25,13.009194679298691,8.89370997756851
1.5,0,7,52,12.909170156943286,9.091556835986216
1.75,0,7,58,12.496874845318198,9.385469458188632
5.0,1,10,13,14.938815459222756,9.833118734869245
2.5,0,8,17,12.721885810807203,8.940105213128122
2.5,0,7,67,13.263862939678027,9.104979856318357
2.5,0,8,9,12.248332006544095,8.245384468120747
2.25,0,7,51,12.66032791780777,9.07680897935166
1.75,0,8,102,13.493926933836812,8.101677747454572
2.75,0,8,50,13.217673557208654,8.955448122347393
2.25,0,8,31,13.322442989119986,8.89521858376562
1.0,0,6,107,13.218945475250573,8.517193191416238
2.75,0,8,55,13.407542319637992,9.266153436795395
2.5,0,8,87,13.633988681340885,8.294049640102028
1.75,0,6,100,12.211060187041213,11.269681241949016
2.5,0,10,94,14.684290307167377,9.110520036693972
3.25,0,11,18,14.140488415159751,9.401208634738603
3.25,0,11,18,14.151982794585487,9.401208634738603
2.25,0,8,36,12.628067055589549,8.948975607841776
2.0,0,8,67,13.096019402064726,9.550520013385718
2.5,0,8,27,12.873902018105829,11.0806645340749
1.0,0,7,99,13.214030565930152,8.259458195332408
1.0,0,6,72,12.501536858424009,9.079662048334066
2.75,0,9,2,13.616937660584268,8.870522545103873
2.25,0,8,31,13.16158409055761,9.692766521220475
2.0,0,7,12,12.345834587905333,9.324026136379999
1.75,0,7,46,12.388394202324129,9.234837843576571
1.0,0,6,93,12.354492650648448,9.40029935589935
1.0,0,6,93,12.390475368527953,9.40029935589935
2.5,0,9,28,12.524435463425318,10.714506653690963
2.0,0,9,93,13.514405465180353,8.389359819906353
1.0,0,7,63,12.13551605206704,8.940629184845639
2.25,0,9,38,13.579788224443204,9.23883064237581
3.5,0,9,64,13.687677186454389,8.817297783866575
1.75,0,7,60,12.538967060803502,9.32188174670909
2.0,0,8,24,12.594730635321957,9.261983605128021
1.0,0,7,91,13.369223455335854,8.517193191416238
2.0,0,9,47,13.753635154246187,9.161675199994901
2.5,0,7,12,12.468436909997665,8.563695025067657
2.75,0,9,11,13.235513475336985,8.624970783589669
2.0,0,7,104,13.581685158303204,8.160518247477505
1.75,0,7,61,12.487485104968359,9.017968479328726
1.75,0,7,61,12.409013489526863,9.354180941951856
1.75,0,7,53,13.091904169919621,10.69183127007966
3.5,0,9,5,13.435713196604688,9.037652264150466
1.75,0,8,58,12.959844447906553,8.830543010616596
1.75,0,6,24,12.64303642069771,9.903487552536127
2.5,0,8,13,13.221756121282363,8.66957087183712
1.0,0,6,72,12.013700752882718,8.872627365918836
1.0,0,6,72,12.387977448827787,8.872627365918836
1.0,0,6,85,12.676076274775909,10.393079325293726
2.0,0,7,28,12.238539835667675,9.507774735870642
1.75,0,7,42,12.866179972011919,8.94767606249969
0.75,0,4,48,12.608198852372823,9.402612259623305
2.75,0,9,50,13.658856747918897,9.255313737618915
1.0,0,7,61,12.66032791780777,9.574983485564092
1.0,0,7,108,12.988831984779805,8.045588280803528
1.5,0,7,46,12.437184366493561,9.893437216682626
1.75,0,7,60,12.834681304952548,8.919319398258887
2.5,0,7,10,12.611537753638338,8.48920515487607
1.0,0,7,61,12.948009990259552,9.169518377455928
1.0,0,7,87,13.710150042306449,11.264105066866035
2.5,0,9,15,13.42970100751455,8.656955133791396
2.5,0,7,23,13.045482333068371,10.307952160310709
2.5,0,9,37,12.84792653170257,9.336091577281744
2.5,0,7,21,12.705331632924699,8.976135873302548
2.5,0,8,2,13.312901088969625,8.631949428714426
2.5,0,8,49,13.58609739363647,9.166388484447
2.0,0,7,21,13.049792684569493,10.607525215927247
2.5,0,9,13,13.419500608626866,9.249561085129464
2.5,0,10,24,13.604789526648622,9.64342064711732
2.75,0,8,26,13.573438996764546,11.147858261468903
3.0,0,7,29,12.730801174465157,8.922658299524402
2.25,0,7,22,12.542544882151386,8.884887201837403
2.25,0,7,61,12.66032791780777,9.283033057369623
2.25,0,7,61,13.180632285528304,9.283033057369623
3.0,0,9,11,12.84792653170257,9.20170317858052
2.25,0,7,21,12.601487417784837,8.930890984450878
2.5,0,10,11,13.500799813124575,8.899867211223587
1.75,0,7,75,13.017002861746503,9.51044496442652
3.0,0,7,18,12.524526376648708,8.955448122347393
2.0,0,7,55,13.296316684527767,7.954723334497908
1.5,0,7,111,12.983101310070822,8.116118431609365
1.5,0,6,61,12.506177237980511,12.25466755254293
3.0,0,10,29,13.764217263576723,9.570668634412817
2.25,0,7,14,12.871334622600584,8.582418976333944
2.25,0,8,47,13.235692062711331,8.961879012677683
3.5,0,11,17,14.115615150414612,9.614738244123924
2.25,0,8,46,13.591116224748411,9.357466436866476
2.0,0,7,32,12.80902155817197,9.169518377455928
2.0,0,7,36,12.43857229176841,8.902727664035522
2.5,0,8,22,12.909046386907855,9.53097354456765
1.5,0,7,61,12.86099861326992,9.280425979542871
1.0,0,7,58,12.751299696013497,8.938531648680692
2.75,0,9,36,13.102160670086809,8.048149101665201
2.5,0,8,10,12.706847933442663,10.202739930102645
2.75,0,8,62,13.739708844547993,9.400133943608838
2.5,0,10,32,13.927051932697182,9.718301898127523
1.0,0,7,65,12.706847933442663,9.210340371976184
2.25,0,7,57,13.180632285528304,9.082507000466299
2.0,0,8,53,12.80765263256463,10.150347630467653
2.5,0,7,106,12.844631635805715,8.006367567650246
1.75,0,7,47,12.505806799006097,9.07680897935166
3.5,0,8,7,13.230320518909421,7.647786045440933
1.75,0,7,41,12.793859310432293,9.739791459865339
1.0,0,7,78,12.771386454580234,8.517193191416238
2.5,0,8,21,12.987688474077727,10.014894750110258
2.5,0,7,21,12.683858415217964,8.817742129574842
3.25,0,9,14,13.38472764187182,7.600902459542082
2.0,0,8,14,13.017002861746503,7.10085190894405
2.0,0,7,17,12.537173338349476,8.565983355585669
2.5,0,8,20,12.807515636879778,8.847503625923641
3.5,0,10,29,13.641157170819497,10.600103709234817
2.5,0,7,24,12.498742259492994,9.00380808646717
1.0,0,5,9,13.15683050244657,11.877200455253512
2.5,0,8,37,13.358107210694277,10.38093217876979
2.5,0,9,20,13.266463721378086,8.888894669371593
1.5,0,7,95,12.733755386362587,8.919988070968524
1.75,0,7,48,13.253391639810733,10.531055670783255
1.75,0,7,51,13.241922612461968,12.068188938166788
2.25,0,7,53,12.955127458028414,9.143238568435446
2.25,0,8,3,12.779873068457553,8.522777569710138
4.25,0,12,16,14.253765488895429,12.053072969710254
1.0,0,7,74,13.085699393032737,8.283999304248526
1.75,0,7,60,13.345506928718539,9.119868468812108
2.5,0,8,27,13.195613839143922,9.3615151997733
2.5,0,8,30,12.84792653170257,9.235520670506482
1.0,0,7,106,12.834681304952548,8.540909718033554
2.5,0,7,19,12.409013489526863,9.047821442478408
1.75,0,7,68,12.644327576461329,10.213175705250524
2.0,0,8,39,14.077874822431765,9.617204500998055
2.0,0,7,44,12.891691559669328,8.946374826141717
2.5,0,8,10,12.80765263256463,8.306965865368573
3.0,0,9,25,12.702292116906802,9.017968479328726
3.0,0,11,28,13.803437976730004,9.88837391472608
2.5,0,8,93,13.815510557964274,8.094683648698815
2.5,0,7,10,12.375815420117268,7.6676260915849905
2.5,0,8,12,13.17115354157376,8.571681376700306
2.5,0,9,39,13.526494262499357,9.172326929777967
2.5,0,10,32,13.490472698968725,9.375854810453756
2.5,0,10,24,13.644722236983993,9.07680897935166
2.0,0,8,15,12.989974189358584,7.22402480828583
1.75,0,8,38,13.267329147654515,9.294221855956884
1.5,0,7,61,12.336881585641587,9.015541293671115
2.25,0,7,41,12.185869938212655,9.35668926831132
1.0,0,8,62,13.370784735902808,8.5814816812986
1.5,0,6,35,12.765688433465597,12.301282820334166
1.0,0,7,55,12.230765258120545,8.984693690443855
1.75,0,7,47,12.89921982609012,9.116249448576587
2.5,0,10,10,13.845069360205818,9.191768986390747
2.0,0,7,43,13.132313708257497,8.605204068738951
2.5,0,7,40,13.071070083016778,8.881836305004146
2.25,0,8,38,13.16158409055761,9.133783249254028
4.5,0,10,38,14.187074114396758,10.123425972901389
1.75,0,7,50,12.717398144337816,9.183174703903413
1.0,0,6,39,12.354492650648448,9.249849505070895
2.75,0,8,32,13.446039810079485,9.687629894522718
1.75,0,8,55,13.60602333309755,9.199986959896691
2.5,0,9,14,13.219490088135052,8.665957964681349
2.5,0,8,21,13.115338762467365,8.199738960630786
3.0,1,9,35,13.465953081794405,9.95122954852155
2.5,0,9,49,13.267329147654515,9.129672468908728
1.75,0,7,29,12.449018824140563,9.066354521447801
3.5,0,10,8,13.864300722133706,8.965973184210347
2.25,0,8,26,12.759957758756611,9.046762057999363
2.0,0,7,30,12.345834587905333,8.135346948906706
2.25,0,9,27,12.79246945614324,9.328123407632566
1.0,0,6,62,12.706847933442663,8.85366542803745
0.75,0,4,103,11.289781913656018,8.527143522269405
1.75,0,7,61,13.049792684569493,8.757783656334167
2.5,0,8,18,12.691580461311874,8.898911905794401
2.0,0,7,68,12.738170404571704,10.24085224794036
2.5,0,8,22,12.744026936684417,8.554874258383926
2.0,0,6,85,12.580734844483294,9.775654181026242
4.25,0,10,15,13.674753120248011,8.725994381014571
2.75,0,9,87,13.996998434009651,9.035986984831405
3.25,0,11,15,13.955272500339433,9.235910648087712
2.75,0,9,4,13.664571382398988,8.74798740166097
2.25,0,7,12,13.16158409055761,8.00836557031292
2.5,0,9,10,13.038981768465277,7.834788107388194
1.5,0,7,66,12.992081556341256,8.431635303054591
1.0,0,5,97,12.66032791780777,8.787220328629298
2.75,0,8,40,13.287877815881902,9.273315171137572
1.75,0,7,60,12.84397135185964,9.064157861798101
2.5,0,9,25,12.702292116906802,9.003316202541857
3.0,0,8,42,13.652932803206916,9.187378760338836
1.5,0,7,65,13.17115354157376,8.699514748210191
3.25,0,9,22,14.141210697603576,12.108013189928172
2.5,0,8,37,12.594730635321957,8.952217101765946
3.5,0,11,17,13.88036153028389,9.37526141408997
2.0,0,6,98,12.245052945171057,8.517193191416238
2.75,0,9,13,13.458692746677631,8.895903562215581
2.5,0,8,38,14.0623706358958,9.159047077588632
1.5,0,7,52,13.021437458814368,8.902455592206882
2.0,0,7,28,12.821258284620408,8.524367395164237
1.75,0,7,47,12.354492650648448,9.326344047732489
2.5,0,7,55,13.414958361716755,9.551231402759107
2.0,0,7,43,12.892950213076524,8.811354229965728
2.5,0,8,11,13.102160670086809,7.237778191923443
2.0,0,9,90,13.493926933836812,8.32845106681936
2.75,0,7,57,12.608198852372823,9.88506896701211
1.5,0,7,115,13.345506928718539,8.656955133791396
2.5,0,7,15,12.988831984779805,8.411832675758411
2.5,0,9,12,13.38472764187182,8.601166625192416
1.0,0,7,86,13.071070083016778,8.249313746260636
2.0,0,8,49,12.742566016044742,9.388235479817224
2.5,0,10,16,13.995621339461064,8.961879012677683
1.5,0,7,52,12.542544882151386,9.359622074691938
1.75,0,7,22,12.388394202324129,8.881836305004146
1.0,0,7,91,13.178743710840436,8.1101268019411
1.0,0,7,74,12.999065161059836,8.536995818712418
1.0,0,7,69,13.329377546788654,8.835210463664092
3.75,0,10,9,14.210925330218936,9.287301413112312
1.75,0,8,34,13.279367126213993,8.930494185292178
2.5,0,8,10,13.081541382884074,8.960210955576986
3.5,0,9,25,13.906264921232738,10.95191119962095
1.0,0,7,66,12.577636201962656,9.009936307631463
1.75,0,7,64,13.329377546788654,8.517193191416238
1.0,0,7,65,12.611537753638338,8.946374826141717
1.0,0,6,83,12.637855061955712,10.575155701418948
2.5,0,9,14,13.527828485512494,8.954802752850968
2.25,0,9,99,14.626440774180603,8.991686725934825
3.25,0,10,10,13.698976741708323,12.17704540198627
1.0,0,6,57,12.570715759118084,8.930626469173578
1.0,0,6,72,12.154779351142624,8.699514748210191
3.0,0,8,10,13.151922179645874,8.537975730598767
1.5,0,5,85,12.367340793126296,9.310547632393208
1.0,0,6,64,12.524526376648708,8.517193191416238
2.0,0,7,63,13.497369278027785,9.118115427933665
2.5,0,7,12,13.38472764187182,8.792853288640693
5.0,0,11,14,14.28551418721001,12.348665360095131
1.0,0,6,71,12.80765263256463,8.865735152124781
1.75,0,9,31,13.403020834919145,10.517239732281821
2.5,0,7,37,12.508027377268673,8.9680140012452
1.5,0,7,37,12.206072645530174,7.5485559791698735
3.25,0,10,28,13.785051350479566,11.24151036498232
1.5,0,7,53,11.982929094215963,9.169518377455928
1.0,0,6,44,12.225875272826354,8.909910726701899
2.25,0,7,30,12.788288265382837,8.803123730829212
